dataset,original_name,mapping_name
Germanychrono,11.100999999998749_DE_KN_industrial3_pv_roof.csv,01_11.100999999998749_DE_KN_industrial3_pv_roof.csv
Germanychrono,11.100999999998749_DE_KN_industrial3_pv_roof_test.csv,02_11.100999999998749_DE_KN_industrial3_pv_roof_test.csv
Germanychrono,14.599999999998545_DE_KN_industrial2_pv.csv,03_14.599999999998545_DE_KN_industrial2_pv.csv
Germanychrono,14.599999999998545_DE_KN_industrial2_pv_test.csv,04_14.599999999998545_DE_KN_industrial2_pv_test.csv
Germanychrono,3.845999999999549_DE_KN_residential3_pv.csv,05_3.845999999999549_DE_KN_residential3_pv.csv
Germanychrono,3.845999999999549_DE_KN_residential3_pv_test.csv,06_3.845999999999549_DE_KN_residential3_pv_test.csv
Germanychrono,4.170000000000073_DE_KN_industrial1_pv_2_test.csv,07_4.170000000000073_DE_KN_industrial1_pv_2_test.csv
Germanychrono,4.75_DE_KN_industrial1_pv_1_test.csv,08_4.75_DE_KN_industrial1_pv_1_test.csv
Germanychrono,6.055000000000291_DE_KN_industrial3_pv_facade.csv,09_6.055000000000291_DE_KN_industrial3_pv_facade.csv
Germanychrono,6.055000000000291_DE_KN_industrial3_pv_facade_test.csv,10_6.055000000000291_DE_KN_industrial3_pv_facade_test.csv
Germanychrono,7.64600000000064_DE_KN_residential6_pv.csv,11_7.64600000000064_DE_KN_residential6_pv.csv
Germanychrono,7.64600000000064_DE_KN_residential6_pv_test.csv,12_7.64600000000064_DE_KN_residential6_pv_test.csv
Germanychrono,8.197000000000116_DE_KN_residential1_pv.csv,13_8.197000000000116_DE_KN_residential1_pv.csv
Germanychrono,8.197000000000116_DE_KN_residential1_pv_test.csv,14_8.197000000000116_DE_KN_residential1_pv_test.csv
Germanychrono,8.784999999999854_DE_KN_residential4_pv.csv,15_8.784999999999854_DE_KN_residential4_pv.csv
Germanychrono,8.784999999999854_DE_KN_residential4_pv_test.csv,16_8.784999999999854_DE_KN_residential4_pv_test.csv
Germanychrono,11.100999999998749_DE_KN_industrial3_pv_roof_test.csv,17_11.100999999998749_DE_KN_industrial3_pv_roof_test.csv
Germanychrono,14.599999999998545_DE_KN_industrial2_pv_test.csv,18_14.599999999998545_DE_KN_industrial2_pv_test.csv
Germanychrono,3.845999999999549_DE_KN_residential3_pv_test.csv,19_3.845999999999549_DE_KN_residential3_pv_test.csv
Germanychrono,4.170000000000073_DE_KN_industrial1_pv_2_test.csv,20_4.170000000000073_DE_KN_industrial1_pv_2_test.csv
Germanychrono,4.75_DE_KN_industrial1_pv_1_test.csv,21_4.75_DE_KN_industrial1_pv_1_test.csv
Germanychrono,6.055000000000291_DE_KN_industrial3_pv_facade_test.csv,22_6.055000000000291_DE_KN_industrial3_pv_facade_test.csv
Germanychrono,7.64600000000064_DE_KN_residential6_pv_test.csv,23_7.64600000000064_DE_KN_residential6_pv_test.csv
Germanychrono,8.197000000000116_DE_KN_residential1_pv_test.csv,24_8.197000000000116_DE_KN_residential1_pv_test.csv
Germanychrono,8.784999999999854_DE_KN_residential4_pv_test.csv,25_8.784999999999854_DE_KN_residential4_pv_test.csv
